,Unnamed: 0,time,value
503,503,2018-07-03 09:36:08,0.0
504,504,2018-07-03 09:36:14,145.228811
505,505,2018-07-03 09:36:18,0.324649
506,506,2018-07-03 09:36:21,0.295105
507,507,2018-07-03 09:36:24,0.416115
508,508,2018-07-03 09:36:27,0.275783
509,509,2018-07-03 09:36:30,0.327617
510,510,2018-07-03 09:36:33,0.0
511,511,2018-07-03 09:36:36,0.285346
512,512,2018-07-03 09:36:39,0.366656
513,513,2018-07-03 09:36:42,0.359006
514,514,2018-07-03 09:36:45,0.0
515,515,2018-07-03 09:36:48,0.344762
516,516,2018-07-03 09:36:51,0.336519
517,517,2018-07-03 09:36:54,0.34680700000000003
518,518,2018-07-03 09:36:57,0.0
519,519,2018-07-03 09:37:01,0.341333
520,520,2018-07-03 09:37:04,77.42274499999998
521,521,2018-07-03 09:37:07,0.308756
522,522,2018-07-03 09:37:10,0.0
523,523,2018-07-03 09:37:16,0.275783
524,524,2018-07-03 09:37:19,0.0
525,525,2018-07-03 09:37:22,0.370481
526,526,2018-07-03 09:37:25,0.273014
527,527,2018-07-03 09:37:28,0.370481
528,528,2018-07-03 09:37:31,0.0
529,529,2018-07-03 09:37:34,22.491652
530,530,2018-07-03 09:37:37,0.333683
531,531,2018-07-03 09:37:40,0.33381500000000003
532,532,2018-07-03 09:37:44,0.325374
533,533,2018-07-03 09:37:47,0.33065
534,534,2018-07-03 09:37:50,0.0
535,535,2018-07-03 09:37:53,0.278355
536,536,2018-07-03 09:37:56,0.274465
537,537,2018-07-03 09:37:59,0.433723
538,538,2018-07-03 09:38:02,0.0
539,539,2018-07-03 09:38:05,0.32544
540,540,2018-07-03 09:38:08,0.0
541,541,2018-07-03 09:38:11,0.324517
542,542,2018-07-03 09:38:14,0.0
543,543,2018-07-03 09:38:17,221.171677
544,544,2018-07-03 09:38:20,65.106791
545,545,2018-07-03 09:38:24,0.316867
546,546,2018-07-03 09:38:28,0.303546
547,547,2018-07-03 09:38:30,0.0
548,548,2018-07-03 09:38:33,0.275718
549,549,2018-07-03 09:38:36,0.350829
550,550,2018-07-03 09:38:39,0.35749000000000003
551,551,2018-07-03 09:38:42,0.0
552,552,2018-07-03 09:38:45,0.324781
553,553,2018-07-03 09:38:48,0.0
554,554,2018-07-03 09:38:51,0.390462
555,555,2018-07-03 09:38:54,0.30137
556,556,2018-07-03 09:38:57,0.312977
557,557,2018-07-03 09:39:00,0.351291
558,558,2018-07-03 09:39:03,0.330056
559,559,2018-07-03 09:39:06,0.304602
560,560,2018-07-03 09:39:10,0.288049
561,561,2018-07-03 09:39:13,0.302557
562,562,2018-07-03 09:39:16,0.0
